ID	X	Y	slope
823	70.3125	42.3125	0.058757
824	70.4375	42.3125	0.057327
825	70.5625	42.3125	0.021842
826	70.6875	42.3125	0.012321
827	70.8125	42.3125	0.019031
828	70.9375	42.3125	0.014177
829	71.0625	42.3125	0.010398
830	71.1875	42.3125	0.004127
831	72.5625	42.3125	0.030830
832	72.6875	42.3125	0.026121
833	72.9375	42.3125	0.020301
834	73.0625	42.3125	0.004265
835	73.1875	42.3125	0.004507
836	73.3125	42.3125	0.010417
837	73.4375	42.3125	0.010730
838	73.5625	42.3125	0.008928
839	73.6875	42.3125	0.024504
840	73.8125	42.3125	0.024171
841	73.9375	42.3125	0.004575
842	74.0625	42.3125	0.015508
843	74.1875	42.3125	0.033391
844	74.3125	42.3125	0.023790
845	74.4375	42.3125	0.015214
846	74.5625	42.3125	0.020823
847	74.6875	42.3125	0.035771
848	74.8125	42.3125	0.039642
849	67.4375	42.1875	0.000331
850	67.5625	42.1875	0.001436
851	67.6875	42.1875	0.001303
852	67.8125	42.1875	0.000334
853	67.9375	42.1875	0.000220
854	68.0625	42.1875	0.000486
855	68.1875	42.1875	0.002321
856	68.3125	42.1875	0.004326
857	68.4375	42.1875	0.004463
858	68.5625	42.1875	0.004144
859	68.6875	42.1875	0.003987
860	68.8125	42.1875	0.003941
861	68.9375	42.1875	0.005412
862	69.0625	42.1875	0.007159
863	69.1875	42.1875	0.008046
864	69.3125	42.1875	0.009496
865	69.4375	42.1875	0.012717
866	69.5625	42.1875	0.016683
867	69.6875	42.1875	0.015845
868	69.8125	42.1875	0.022683
869	69.9375	42.1875	0.045485
870	70.0625	42.1875	0.051188
871	70.1875	42.1875	0.039968
872	70.3125	42.1875	0.019460
873	70.4375	42.1875	0.023965
874	70.5625	42.1875	0.018977
875	70.6875	42.1875	0.010878
876	70.8125	42.1875	0.022238
877	70.9375	42.1875	0.011514
878	71.0625	42.1875	0.020310
879	71.1875	42.1875	0.034427
880	71.3125	42.1875	0.043116
881	71.4375	42.1875	0.038109
882	71.5625	42.1875	0.017603
883	71.6875	42.1875	0.022647
884	71.8125	42.1875	0.003370
885	71.9375	42.1875	0.017019
886	72.1875	42.1875	0.017988
887	72.3125	42.1875	0.040188
888	72.4375	42.1875	0.048418
889	72.5625	42.1875	0.069977
890	72.6875	42.1875	0.064895
891	72.8125	42.1875	0.055059
892	72.9375	42.1875	0.060294
893	73.0625	42.1875	0.056057
894	73.1875	42.1875	0.048423
895	73.3125	42.1875	0.033340
896	73.4375	42.1875	0.019520
897	73.5625	42.1875	0.015200
898	73.6875	42.1875	0.005294
899	73.8125	42.1875	0.034156
900	73.9375	42.1875	0.037876
901	74.0625	42.1875	0.018217
902	74.1875	42.1875	0.022102
903	74.3125	42.1875	0.034992
904	74.4375	42.1875	0.055940
905	74.5625	42.1875	0.047719
906	74.6875	42.1875	0.040980
907	74.8125	42.1875	0.037103
908	74.9375	42.1875	0.026871
909	75.0625	42.1875	0.012887
910	75.1875	42.1875	0.018787
911	67.4375	42.0625	0.001138
912	67.5625	42.0625	0.001682
913	67.6875	42.0625	0.000923
914	67.8125	42.0625	0.000426
915	67.9375	42.0625	0.000265
916	68.0625	42.0625	0.001170
917	68.1875	42.0625	0.004037
918	68.3125	42.0625	0.005191
919	68.4375	42.0625	0.004407
920	68.5625	42.0625	0.004054
921	68.6875	42.0625	0.004500
922	68.8125	42.0625	0.005006
923	68.9375	42.0625	0.005313
924	69.0625	42.0625	0.005934
925	69.1875	42.0625	0.007971
926	69.3125	42.0625	0.007897
927	69.4375	42.0625	0.008232
928	69.5625	42.0625	0.013138
929	69.6875	42.0625	0.019624
930	69.8125	42.0625	0.030688
931	69.9375	42.0625	0.036396
932	70.0625	42.0625	0.039156
933	70.1875	42.0625	0.025009
934	70.3125	42.0625	0.022159
935	70.4375	42.0625	0.022168
936	70.5625	42.0625	0.016744
937	70.6875	42.0625	0.012440
938	70.8125	42.0625	0.018611
939	70.9375	42.0625	0.032033
940	71.0625	42.0625	0.033703
941	71.1875	42.0625	0.034589
942	71.3125	42.0625	0.014752
943	71.4375	42.0625	0.018779
944	71.5625	42.0625	0.031266
945	71.6875	42.0625	0.009767
946	71.8125	42.0625	0.037921
947	71.9375	42.0625	0.051620
948	72.0625	42.0625	0.046070
949	72.1875	42.0625	0.026029
950	72.3125	42.0625	0.028294
951	72.4375	42.0625	0.038279
952	72.5625	42.0625	0.019106
953	72.6875	42.0625	0.043649
954	72.8125	42.0625	0.057226
955	72.9375	42.0625	0.066334
956	73.0625	42.0625	0.070222
957	73.1875	42.0625	0.067123
958	73.3125	42.0625	0.063411
959	73.4375	42.0625	0.052362
960	73.5625	42.0625	0.048283
961	73.6875	42.0625	0.046719
962	73.8125	42.0625	0.021565
963	73.9375	42.0625	0.009547
964	74.0625	42.0625	0.018281
965	74.1875	42.0625	0.017677
966	74.3125	42.0625	0.032943
967	74.4375	42.0625	0.031622
968	74.5625	42.0625	0.002464
969	74.6875	42.0625	0.015877
970	74.8125	42.0625	0.030080
971	74.9375	42.0625	0.032826
972	75.0625	42.0625	0.020847
973	75.1875	42.0625	0.018479
974	75.3125	42.0625	0.014512
975	77.9375	42.0625	0.009039
976	78.0625	42.0625	0.006523
977	78.1875	42.0625	0.020087
978	67.3125	41.9375	0.000917
979	67.4375	41.9375	0.001300
980	67.5625	41.9375	0.001777
981	67.6875	41.9375	0.001315
982	67.8125	41.9375	0.000795
983	67.9375	41.9375	0.000616
984	68.0625	41.9375	0.002312
985	68.1875	41.9375	0.004632
986	68.3125	41.9375	0.003985
987	68.4375	41.9375	0.003362
988	68.5625	41.9375	0.003385
989	68.6875	41.9375	0.003028
990	68.8125	41.9375	0.002908
991	68.9375	41.9375	0.003041
992	69.0625	41.9375	0.005149
993	69.1875	41.9375	0.007970
994	69.3125	41.9375	0.004501
995	69.4375	41.9375	0.007898
996	69.5625	41.9375	0.022251
997	69.6875	41.9375	0.033937
998	69.8125	41.9375	0.025292
999	69.9375	41.9375	0.017099
1000	70.0625	41.9375	0.031898
1001	70.1875	41.9375	0.020238
1002	70.3125	41.9375	0.010981
1003	70.4375	41.9375	0.021622
1004	70.5625	41.9375	0.017787
1005	70.6875	41.9375	0.039327
1006	70.8125	41.9375	0.043354
1007	70.9375	41.9375	0.027890
1008	71.0625	41.9375	0.010393
1009	71.1875	41.9375	0.006568
1010	71.3125	41.9375	0.033743
1011	71.4375	41.9375	0.027223
1012	71.5625	41.9375	0.010018
1013	71.6875	41.9375	0.051695
1014	71.8125	41.9375	0.072018
1015	71.9375	41.9375	0.054395
1016	72.0625	41.9375	0.046529
1017	72.1875	41.9375	0.041899
1018	72.3125	41.9375	0.007869
1019	72.4375	41.9375	0.032240
1020	72.5625	41.9375	0.049513
1021	72.6875	41.9375	0.029887
1022	72.8125	41.9375	0.007470
1023	72.9375	41.9375	0.012131
1024	73.0625	41.9375	0.004261
1025	73.1875	41.9375	0.012850
1026	73.3125	41.9375	0.028730
1027	73.4375	41.9375	0.021325
1028	73.5625	41.9375	0.023845
1029	73.6875	41.9375	0.029493
1030	73.8125	41.9375	0.044182
1031	73.9375	41.9375	0.047792
1032	74.0625	41.9375	0.029566
1033	74.1875	41.9375	0.029187
1034	74.3125	41.9375	0.012381
1035	74.4375	41.9375	0.028695
1036	74.5625	41.9375	0.045431
1037	74.6875	41.9375	0.048058
1038	74.8125	41.9375	0.042807
1039	74.9375	41.9375	0.024117
1040	75.0625	41.9375	0.009281
1041	75.1875	41.9375	0.009720
1042	75.3125	41.9375	0.005150
1043	75.4375	41.9375	0.005952
1044	75.5625	41.9375	0.013126
1045	76.5625	41.9375	0.022606
1046	76.6875	41.9375	0.031991
1047	76.8125	41.9375	0.031573
1048	76.9375	41.9375	0.019112
1049	77.0625	41.9375	0.010176
1050	77.1875	41.9375	0.014599
1051	77.3125	41.9375	0.008020
1052	77.4375	41.9375	0.007122
1053	77.5625	41.9375	0.002931
1054	77.6875	41.9375	0.005797
1055	77.8125	41.9375	0.013405
1056	77.9375	41.9375	0.011777
1057	78.0625	41.9375	0.008886
1058	78.1875	41.9375	0.021467
1059	78.3125	41.9375	0.011266
1060	67.4375	41.8125	0.001214
1061	67.5625	41.8125	0.001754
1062	67.6875	41.8125	0.001642
1063	67.8125	41.8125	0.001159
1064	67.9375	41.8125	0.000536
1065	68.0625	41.8125	0.002669
1066	68.1875	41.8125	0.003856
1067	68.3125	41.8125	0.002877
1068	68.4375	41.8125	0.003307
1069	68.5625	41.8125	0.003329
1070	68.6875	41.8125	0.003362
1071	68.8125	41.8125	0.004090
1072	68.9375	41.8125	0.004420
1073	69.0625	41.8125	0.006375
1074	69.1875	41.8125	0.007130
1075	69.3125	41.8125	0.005720
1076	69.4375	41.8125	0.013093
1077	69.5625	41.8125	0.028723
1078	69.6875	41.8125	0.028601
1079	69.8125	41.8125	0.017767
1080	69.9375	41.8125	0.018092
1081	70.0625	41.8125	0.030780
1082	70.1875	41.8125	0.032306
1083	70.3125	41.8125	0.025680
1084	70.4375	41.8125	0.010066
1085	70.5625	41.8125	0.016145
1086	70.6875	41.8125	0.013090
1087	70.8125	41.8125	0.016547
1088	70.9375	41.8125	0.027979
1089	71.0625	41.8125	0.012881
1090	71.1875	41.8125	0.021946
1091	71.3125	41.8125	0.015503
1092	71.4375	41.8125	0.037518
1093	71.5625	41.8125	0.059707
1094	71.6875	41.8125	0.060888
1095	71.8125	41.8125	0.039138
1096	71.9375	41.8125	0.017100
1097	72.0625	41.8125	0.021464
1098	72.1875	41.8125	0.053090
1099	72.3125	41.8125	0.047945
1100	72.4375	41.8125	0.047995
1101	72.5625	41.8125	0.040158
1102	72.6875	41.8125	0.012846
1103	72.8125	41.8125	0.050644
1104	72.9375	41.8125	0.063344
1105	73.0625	41.8125	0.060448
1106	73.1875	41.8125	0.050494
1107	73.3125	41.8125	0.048119
1108	73.4375	41.8125	0.056048
1109	73.5625	41.8125	0.054500
1110	73.6875	41.8125	0.037361
1111	73.8125	41.8125	0.025103
1112	73.9375	41.8125	0.012199
1113	74.0625	41.8125	0.023942
1114	74.1875	41.8125	0.017606
1115	74.3125	41.8125	0.026555
1116	74.4375	41.8125	0.040388
1117	74.5625	41.8125	0.022664
1118	74.6875	41.8125	0.006422
1119	74.8125	41.8125	0.012975
1120	74.9375	41.8125	0.026371
1121	75.0625	41.8125	0.025405
1122	75.1875	41.8125	0.023478
1123	75.3125	41.8125	0.012906
1124	75.4375	41.8125	0.014587
1125	75.5625	41.8125	0.022516
1126	75.6875	41.8125	0.030562
1127	75.8125	41.8125	0.033443
1128	75.9375	41.8125	0.037591
1129	76.0625	41.8125	0.031465
1130	76.1875	41.8125	0.012273
1131	76.3125	41.8125	0.016212
1132	76.4375	41.8125	0.016889
1133	76.5625	41.8125	0.009367
1134	76.6875	41.8125	0.001376
1135	76.8125	41.8125	0.008502
1136	76.9375	41.8125	0.016535
1137	77.0625	41.8125	0.019713
1138	77.1875	41.8125	0.015687
1139	77.3125	41.8125	0.004065
1140	77.4375	41.8125	0.007259
1141	77.5625	41.8125	0.016946
1142	77.6875	41.8125	0.024061
1143	77.8125	41.8125	0.018653
1144	77.9375	41.8125	0.014821
1145	78.0625	41.8125	0.014797
1146	78.1875	41.8125	0.015729
1147	78.3125	41.8125	0.021744
1148	67.4375	41.6875	0.001027
1149	67.5625	41.6875	0.001539
1150	67.6875	41.6875	0.001818
1151	67.8125	41.6875	0.001637
1152	67.9375	41.6875	0.000774
1153	68.0625	41.6875	0.002140
1154	68.1875	41.6875	0.003482
1155	68.3125	41.6875	0.002957
1156	68.4375	41.6875	0.002974
1157	68.5625	41.6875	0.001894
1158	68.6875	41.6875	0.002775
1159	68.8125	41.6875	0.003349
1160	68.9375	41.6875	0.004121
1161	69.0625	41.6875	0.006300
1162	69.1875	41.6875	0.005822
1163	69.3125	41.6875	0.004833
1164	69.4375	41.6875	0.013004
1165	69.5625	41.6875	0.023039
1166	69.6875	41.6875	0.027731
1167	69.8125	41.6875	0.022452
1168	69.9375	41.6875	0.026128
1169	70.0625	41.6875	0.030272
1170	70.1875	41.6875	0.027751
1171	70.3125	41.6875	0.041203
1172	70.4375	41.6875	0.034413
1173	70.5625	41.6875	0.044271
1174	70.6875	41.6875	0.045435
1175	70.8125	41.6875	0.040849
1176	70.9375	41.6875	0.017498
1177	71.0625	41.6875	0.016129
1178	71.1875	41.6875	0.031148
1179	71.3125	41.6875	0.049281
1180	71.4375	41.6875	0.065278
1181	71.5625	41.6875	0.048358
1182	71.6875	41.6875	0.032976
1183	71.8125	41.6875	0.010450
1184	71.9375	41.6875	0.007831
1185	72.0625	41.6875	0.022801
1186	72.1875	41.6875	0.033482
1187	72.3125	41.6875	0.041249
1188	72.4375	41.6875	0.007242
1189	72.5625	41.6875	0.022411
1190	72.6875	41.6875	0.050799
1191	72.8125	41.6875	0.062903
1192	72.9375	41.6875	0.038139
1193	73.0625	41.6875	0.032919
1194	73.1875	41.6875	0.021654
1195	73.3125	41.6875	0.039628
1196	73.4375	41.6875	0.042582
1197	73.5625	41.6875	0.015383
1198	73.6875	41.6875	0.031019
1199	73.8125	41.6875	0.042210
1200	73.9375	41.6875	0.010977
1201	74.0625	41.6875	0.035207
1202	74.1875	41.6875	0.013188
1203	74.3125	41.6875	0.013469
1204	74.4375	41.6875	0.025504
1205	74.5625	41.6875	0.040139
1206	74.6875	41.6875	0.050898
1207	74.8125	41.6875	0.056702
1208	74.9375	41.6875	0.054269
1209	75.0625	41.6875	0.050300
1210	75.1875	41.6875	0.054604
1211	75.3125	41.6875	0.051562
1212	75.4375	41.6875	0.041465
1213	75.5625	41.6875	0.036563
1214	75.6875	41.6875	0.031647
1215	75.8125	41.6875	0.021529
1216	75.9375	41.6875	0.034202
1217	76.0625	41.6875	0.041110
1218	76.1875	41.6875	0.034632
1219	76.3125	41.6875	0.027789
1220	76.4375	41.6875	0.011990
1221	76.5625	41.6875	0.017241
1222	76.6875	41.6875	0.014438
1223	76.8125	41.6875	0.017097
1224	76.9375	41.6875	0.017030
1225	77.0625	41.6875	0.013670
1226	77.1875	41.6875	0.008624
1227	77.3125	41.6875	0.004770
1228	77.4375	41.6875	0.002768
1229	77.5625	41.6875	0.008006
1230	77.6875	41.6875	0.011464
1231	77.8125	41.6875	0.015497
1232	77.9375	41.6875	0.013896
1233	78.0625	41.6875	0.009639
1234	78.1875	41.6875	0.000771
1235	78.3125	41.6875	0.005083
1236	67.4375	41.5625	0.000820
1237	67.5625	41.5625	0.001239
1238	67.6875	41.5625	0.001696
1239	67.8125	41.5625	0.001998
1240	67.9375	41.5625	0.001516
1241	68.0625	41.5625	0.001476
1242	68.1875	41.5625	0.003167
1243	68.3125	41.5625	0.002850
1244	68.4375	41.5625	0.002388
1245	68.5625	41.5625	0.001744
1246	68.6875	41.5625	0.001687
1247	68.8125	41.5625	0.002507
1248	68.9375	41.5625	0.003321
1249	69.0625	41.5625	0.004458
1250	69.1875	41.5625	0.004394
1251	69.3125	41.5625	0.004953
1252	69.4375	41.5625	0.007934
1253	69.5625	41.5625	0.012934
1254	69.6875	41.5625	0.025131
1255	69.8125	41.5625	0.044161
1256	69.9375	41.5625	0.053866
1257	70.0625	41.5625	0.027000
1258	70.1875	41.5625	0.022043
1259	70.3125	41.5625	0.054660
1260	70.4375	41.5625	0.027493
1261	70.5625	41.5625	0.008043
1262	70.6875	41.5625	0.005751
1263	70.8125	41.5625	0.005067
1264	70.9375	41.5625	0.020068
1265	71.0625	41.5625	0.038014
1266	71.1875	41.5625	0.033785
1267	71.3125	41.5625	0.047018
1268	71.4375	41.5625	0.046139
1269	71.5625	41.5625	0.030822
1270	71.6875	41.5625	0.025319
1271	71.8125	41.5625	0.025415
1272	71.9375	41.5625	0.024691
1273	72.0625	41.5625	0.033016
1274	72.1875	41.5625	0.012044
1275	72.3125	41.5625	0.042766
1276	72.4375	41.5625	0.033382
1277	72.5625	41.5625	0.027530
1278	72.6875	41.5625	0.034315
1279	72.8125	41.5625	0.023760
1280	72.9375	41.5625	0.046025
1281	73.0625	41.5625	0.046821
1282	73.1875	41.5625	0.035079
1283	73.3125	41.5625	0.038011
1284	73.4375	41.5625	0.025619
1285	73.5625	41.5625	0.030289
1286	73.6875	41.5625	0.046273
1287	73.8125	41.5625	0.048295
1288	73.9375	41.5625	0.023087
1289	74.0625	41.5625	0.036658
1290	74.1875	41.5625	0.031071
1291	74.3125	41.5625	0.020051
1292	74.4375	41.5625	0.015631
1293	74.5625	41.5625	0.025595
1294	74.6875	41.5625	0.031268
1295	74.8125	41.5625	0.026461
1296	74.9375	41.5625	0.018013
1297	75.0625	41.5625	0.014967
1298	75.1875	41.5625	0.020368
1299	75.3125	41.5625	0.025978
1300	75.4375	41.5625	0.021412
1301	75.5625	41.5625	0.009907
1302	75.6875	41.5625	0.005981
1303	75.8125	41.5625	0.010532
1304	75.9375	41.5625	0.017941
1305	76.0625	41.5625	0.023336
1306	76.1875	41.5625	0.018415
1307	76.3125	41.5625	0.009992
1308	76.4375	41.5625	0.014142
1309	76.5625	41.5625	0.017895
1310	76.6875	41.5625	0.013562
1311	76.8125	41.5625	0.013586
1312	76.9375	41.5625	0.007985
1313	77.0625	41.5625	0.005711
1314	77.1875	41.5625	0.006739
1315	77.3125	41.5625	0.006207
1316	77.4375	41.5625	0.012909
1317	77.5625	41.5625	0.023361
1318	77.6875	41.5625	0.030616
1319	77.8125	41.5625	0.025602
1320	77.9375	41.5625	0.013288
1321	78.0625	41.5625	0.003438
1322	78.1875	41.5625	0.006687
1323	67.3125	41.4375	0.000256
1324	67.4375	41.4375	0.000302
1325	67.5625	41.4375	0.000739
1326	67.6875	41.4375	0.001352
1327	67.8125	41.4375	0.002359
1328	67.9375	41.4375	0.001828
1329	68.0625	41.4375	0.001156
1330	68.1875	41.4375	0.002505
1331	68.3125	41.4375	0.002527
1332	68.4375	41.4375	0.001725
1333	68.5625	41.4375	0.001288
1334	68.6875	41.4375	0.001221
1335	68.8125	41.4375	0.002171
1336	68.9375	41.4375	0.002755
1337	69.0625	41.4375	0.003293
1338	69.1875	41.4375	0.003647
1339	69.3125	41.4375	0.004687
1340	69.4375	41.4375	0.006269
1341	69.5625	41.4375	0.015449
1342	69.6875	41.4375	0.037109
1343	69.8125	41.4375	0.056656
1344	69.9375	41.4375	0.044045
1345	70.0625	41.4375	0.007460
1346	70.1875	41.4375	0.016726
1347	70.3125	41.4375	0.029734
1348	70.4375	41.4375	0.028654
1349	70.5625	41.4375	0.027896
1350	70.6875	41.4375	0.016922
1351	70.8125	41.4375	0.013862
1352	70.9375	41.4375	0.034322
1353	71.0625	41.4375	0.050024
1354	71.1875	41.4375	0.045488
1355	71.3125	41.4375	0.035085
1356	71.4375	41.4375	0.026755
1357	71.5625	41.4375	0.019587
1358	71.6875	41.4375	0.019169
1359	71.8125	41.4375	0.020968
1360	71.9375	41.4375	0.022596
1361	72.0625	41.4375	0.023561
1362	72.1875	41.4375	0.012868
1363	72.3125	41.4375	0.039472
1364	72.4375	41.4375	0.040636
1365	72.5625	41.4375	0.047467
1366	72.6875	41.4375	0.052151
1367	72.8125	41.4375	0.061298
1368	72.9375	41.4375	0.060633
1369	73.0625	41.4375	0.033709
1370	73.1875	41.4375	0.035535
1371	73.3125	41.4375	0.047164
1372	73.4375	41.4375	0.038546
1373	73.5625	41.4375	0.016341
1374	73.6875	41.4375	0.020017
1375	73.8125	41.4375	0.039095
1376	73.9375	41.4375	0.033722
1377	74.0625	41.4375	0.039546
1378	74.1875	41.4375	0.026287
1379	74.3125	41.4375	0.012089
1380	74.4375	41.4375	0.007810
1381	74.5625	41.4375	0.019668
1382	74.6875	41.4375	0.015190
1383	74.8125	41.4375	0.015626
1384	74.9375	41.4375	0.018596
1385	75.0625	41.4375	0.023918
1386	75.1875	41.4375	0.030275
1387	75.3125	41.4375	0.033651
1388	75.4375	41.4375	0.030383
1389	75.5625	41.4375	0.018876
1390	75.6875	41.4375	0.009911
1391	75.8125	41.4375	0.008023
1392	75.9375	41.4375	0.012407
1393	76.0625	41.4375	0.025687
1394	76.1875	41.4375	0.030752
1395	76.3125	41.4375	0.016927
1396	76.4375	41.4375	0.010094
1397	76.5625	41.4375	0.013179
1398	76.6875	41.4375	0.018461
1399	76.8125	41.4375	0.018095
1400	76.9375	41.4375	0.011014
1401	77.0625	41.4375	0.010204
1402	77.1875	41.4375	0.012961
1403	77.3125	41.4375	0.009010
1404	77.4375	41.4375	0.006481
1405	77.5625	41.4375	0.010882
1406	77.6875	41.4375	0.008441
1407	77.8125	41.4375	0.016482
1408	77.9375	41.4375	0.021606
1409	78.0625	41.4375	0.011670
1410	66.0625	41.3125	0.000222
1411	66.3125	41.3125	0.000465
1412	66.4375	41.3125	0.000587
1413	66.5625	41.3125	0.000763
1414	66.6875	41.3125	0.001051
1415	66.8125	41.3125	0.001323
1416	66.9375	41.3125	0.001483
1417	67.0625	41.3125	0.001476
1418	67.1875	41.3125	0.001263
1419	67.3125	41.3125	0.000902
1420	67.4375	41.3125	0.000553
1421	67.5625	41.3125	0.000463
1422	67.6875	41.3125	0.000957
1423	67.8125	41.3125	0.002257
1424	67.9375	41.3125	0.002039
1425	68.0625	41.3125	0.000392
1426	68.1875	41.3125	0.001951
1427	68.3125	41.3125	0.002955
1428	68.4375	41.3125	0.002626
1429	68.5625	41.3125	0.001974
1430	68.6875	41.3125	0.002092
1431	68.8125	41.3125	0.002206
1432	68.9375	41.3125	0.002439
1433	69.0625	41.3125	0.002866
1434	69.1875	41.3125	0.003428
1435	69.3125	41.3125	0.003954
1436	69.4375	41.3125	0.007488
1437	69.5625	41.3125	0.019598
1438	69.6875	41.3125	0.039954
1439	69.8125	41.3125	0.054129
1440	69.9375	41.3125	0.029281
1441	70.0625	41.3125	0.031086
1442	70.1875	41.3125	0.037793
1443	70.3125	41.3125	0.038388
1444	70.4375	41.3125	0.032665
1445	70.5625	41.3125	0.028172
1446	70.6875	41.3125	0.029616
1447	70.8125	41.3125	0.041871
1448	70.9375	41.3125	0.066373
1449	71.0625	41.3125	0.063625
1450	71.1875	41.3125	0.047832
1451	71.3125	41.3125	0.031064
1452	71.4375	41.3125	0.021634
1453	71.5625	41.3125	0.016559
1454	71.6875	41.3125	0.014983
1455	71.8125	41.3125	0.015082
1456	71.9375	41.3125	0.017792
1457	72.0625	41.3125	0.017056
1458	72.1875	41.3125	0.019090
1459	72.3125	41.3125	0.028706
1460	72.4375	41.3125	0.030227
1461	72.5625	41.3125	0.040832
1462	72.6875	41.3125	0.047537
1463	72.8125	41.3125	0.041214
1464	72.9375	41.3125	0.025621
1465	73.0625	41.3125	0.020084
1466	73.1875	41.3125	0.025804
1467	73.3125	41.3125	0.028204
1468	73.4375	41.3125	0.028050
1469	73.5625	41.3125	0.024875
1470	73.6875	41.3125	0.013993
1471	73.8125	41.3125	0.024218
1472	73.9375	41.3125	0.039493
1473	74.0625	41.3125	0.032219
1474	74.1875	41.3125	0.020218
1475	74.3125	41.3125	0.005247
1476	74.4375	41.3125	0.003987
1477	74.5625	41.3125	0.020159
1478	74.6875	41.3125	0.035393
1479	74.8125	41.3125	0.038415
1480	74.9375	41.3125	0.038033
1481	75.0625	41.3125	0.042198
1482	75.1875	41.3125	0.043072
1483	75.3125	41.3125	0.032604
1484	75.4375	41.3125	0.014263
1485	75.5625	41.3125	0.015735
1486	75.6875	41.3125	0.007569
1487	75.8125	41.3125	0.025653
1488	75.9375	41.3125	0.038150
1489	76.0625	41.3125	0.043148
1490	76.1875	41.3125	0.034768
1491	76.3125	41.3125	0.011549
1492	76.4375	41.3125	0.005049
1493	76.5625	41.3125	0.012724
1494	76.6875	41.3125	0.018732
1495	76.8125	41.3125	0.013222
1496	76.9375	41.3125	0.008893
1497	77.0625	41.3125	0.011285
1498	77.1875	41.3125	0.013730
1499	77.3125	41.3125	0.014469
1500	77.4375	41.3125	0.016147
1501	77.5625	41.3125	0.010085
1502	77.6875	41.3125	0.004777
1503	77.8125	41.3125	0.011811
1504	65.6875	41.1875	0.000949
1505	65.8125	41.1875	0.001372
1506	65.9375	41.1875	0.001365
1507	66.0625	41.1875	0.000912
1508	66.1875	41.1875	0.000653
1509	66.3125	41.1875	0.000585
1510	66.4375	41.1875	0.000664
1511	66.5625	41.1875	0.000857
1512	66.6875	41.1875	0.001095
1513	66.8125	41.1875	0.001402
1514	66.9375	41.1875	0.001760
1515	67.0625	41.1875	0.002054
1516	67.1875	41.1875	0.002137
1517	67.3125	41.1875	0.001910
1518	67.4375	41.1875	0.001487
1519	67.5625	41.1875	0.001162
1520	67.6875	41.1875	0.001230
1521	67.8125	41.1875	0.001835
1522	67.9375	41.1875	0.001674
1523	68.0625	41.1875	0.000580
1524	68.1875	41.1875	0.000585
1525	68.3125	41.1875	0.000960
1526	68.4375	41.1875	0.001384
1527	68.5625	41.1875	0.001884
1528	68.6875	41.1875	0.002658
1529	68.8125	41.1875	0.002749
1530	68.9375	41.1875	0.002579
1531	69.0625	41.1875	0.002514
1532	69.1875	41.1875	0.002869
1533	69.3125	41.1875	0.003738
1534	69.4375	41.1875	0.008126
1535	69.5625	41.1875	0.019876
1536	69.6875	41.1875	0.034112
1537	69.8125	41.1875	0.041262
1538	69.9375	41.1875	0.036257
1539	70.0625	41.1875	0.037648
1540	70.1875	41.1875	0.037232
1541	70.3125	41.1875	0.017032
1542	70.4375	41.1875	0.007884
1543	70.5625	41.1875	0.029047
1544	70.6875	41.1875	0.054099
1545	70.8125	41.1875	0.064076
1546	70.9375	41.1875	0.065214
1547	71.0625	41.1875	0.043838
1548	71.1875	41.1875	0.030391
1549	71.3125	41.1875	0.022420
1550	71.4375	41.1875	0.017833
1551	71.5625	41.1875	0.015244
1552	71.6875	41.1875	0.013818
1553	71.8125	41.1875	0.012663
1554	71.9375	41.1875	0.010811
1555	72.0625	41.1875	0.007610
1556	72.1875	41.1875	0.013351
1557	72.3125	41.1875	0.018443
1558	72.4375	41.1875	0.020583
1559	72.5625	41.1875	0.022139
1560	72.6875	41.1875	0.019733
1561	72.8125	41.1875	0.017583
1562	72.9375	41.1875	0.017502
1563	73.0625	41.1875	0.019357
1564	73.1875	41.1875	0.029992
1565	73.3125	41.1875	0.021798
1566	73.4375	41.1875	0.018125
1567	73.5625	41.1875	0.025662
1568	73.6875	41.1875	0.032969
1569	73.8125	41.1875	0.029729
1570	73.9375	41.1875	0.018854
1571	74.0625	41.1875	0.014740
1572	74.1875	41.1875	0.032527
1573	74.3125	41.1875	0.032156
1574	74.4375	41.1875	0.051564
1575	74.5625	41.1875	0.056497
1576	74.6875	41.1875	0.053555
1577	74.8125	41.1875	0.050990
1578	74.9375	41.1875	0.047576
1579	75.0625	41.1875	0.036143
1580	75.1875	41.1875	0.020148
1581	75.3125	41.1875	0.017768
1582	75.4375	41.1875	0.021022
1583	75.5625	41.1875	0.035960
1584	75.6875	41.1875	0.060292
1585	75.8125	41.1875	0.065243
1586	75.9375	41.1875	0.054721
1587	76.0625	41.1875	0.038076
1588	76.1875	41.1875	0.017940
1589	76.3125	41.1875	0.010611
1590	76.4375	41.1875	0.006733
1591	76.5625	41.1875	0.012116
1592	76.6875	41.1875	0.018703
1593	76.8125	41.1875	0.011822
1594	76.9375	41.1875	0.012880
1595	77.0625	41.1875	0.015225
1596	77.1875	41.1875	0.018152
1597	77.3125	41.1875	0.019440
1598	77.4375	41.1875	0.010247
1599	65.6875	41.0625	0.002772
1600	65.8125	41.0625	0.003080
1601	65.9375	41.0625	0.003330
1602	66.0625	41.0625	0.002410
1603	66.1875	41.0625	0.001667
1604	66.3125	41.0625	0.001526
1605	66.4375	41.0625	0.001332
1606	66.5625	41.0625	0.001025
1607	66.6875	41.0625	0.000831
1608	66.8125	41.0625	0.000500
1609	66.9375	41.0625	0.000393
